Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,paper_id,title,citation_count,author_names,author_ids,orignal_paper_id,author_count,unique_author_ids
105,250,4064,fd109bac25e8a43c3a0c0730927c5442eba991dd,The Anatomy of the Facebook Social Graph,956,"['J. Ugander', 'B. Karrer', 'L. Backstrom', 'Cameron A. Marlow']","['144584024', '2612372', '2796576', '144817346']",525199d30a5a975fb32e7944924c82b584fea1d0,4,True
106,251,4319,ef8458353c245bbe3bcf81b055fe5313b93a9f66,Hyperbolic Geometry of Complex Networks,943,"['D. Krioukov', 'Fragkiskos Papadopoulos', 'M. Kitsak', 'Amin Vahdat', 'M. Boguñá']","['31637487', '2838790', '145778835', '35127508', '3249439']",525199d30a5a975fb32e7944924c82b584fea1d0,5,True
107,253,4951,fea26e04d89a7537d5d067f8dcb118b1937d60da,Geographic routing in social networks,877,"['David Liben-Nowell', 'Jasmine Novak', 'Ravi Kumar', 'P. Raghavan', 'Andrew Tomkins']","['2109227352', '1397896615', '145503401', '37270737', '144584354']",525199d30a5a975fb32e7944924c82b584fea1d0,5,True
108,255,4917,c65312eefd3a002029990cd22c3efc0b54325af1,Detecting rich-club ordering in complex networks,846,"['V. Colizza', 'A. Flammini', 'M. Serrano', 'Alessandro Vespignani']","['1690690', '1730404', '1769960', '102314165']",525199d30a5a975fb32e7944924c82b584fea1d0,4,True
109,258,4625,1558a06fb4f0473f76792e830b0b07c79f7decc0,Microscopic evolution of social networks,805,"['J. Leskovec', 'L. Backstrom', 'Ravi Kumar', 'A. Tomkins']","['49365095', '2612372', '1683442', '1702139']",525199d30a5a975fb32e7944924c82b584fea1d0,4,True
110,261,4675,233084c0d1c818c842be6a9bb50f5dd2d1d1682f,Statistical properties of community structure in large social and information networks,779,"['J. Leskovec', 'Kevin J. Lang', 'Anirban Dasgupta', 'Michael W. Mahoney']","['2246056390', '2285170306', '2285189072', '1702139']",525199d30a5a975fb32e7944924c82b584fea1d0,4,True
111,262,4214,432c131f7017a2abe2743a08c4d95e50586e2a82,Mitigation of malicious attacks on networks,773,"['C. Schneider', 'A. Moreira', 'J. S. Andrade', 'S. Havlin', 'H. Herrmann']","['145861884', '145249172', '27202900', '40191926', '152925612']",525199d30a5a975fb32e7944924c82b584fea1d0,5,True
112,264,5002,c936251bf543ac483b18d694f9c05a8a7ada15c5,A tool for filtering information in complex systems.,751,"['M. Tumminello', 'T. Aste', 'T. Matteo', 'R. Mantegna']","['2386721', '3209409', '8903071', '2622687']",525199d30a5a975fb32e7944924c82b584fea1d0,4,True
113,265,5183,92aecb131988306bd089edd3950969bfcf0299dc,Models of the Small World,718,['M. Newman'],['152618356'],525199d30a5a975fb32e7944924c82b584fea1d0,1,True
114,266,4889,19abcb3707e049bbbb88889319fec701c8d5a7d8,"Graph mining: Laws, generators, and algorithms",708,"['Deepayan Chakrabarti', 'C. Faloutsos']","['1702392', '143856744']",525199d30a5a975fb32e7944924c82b584fea1d0,2,True
115,268,4920,1d8d8f11c8992147f4663c0b561f0a6976700910,A model of Internet topology using k-shell decomposition,700,"['S. Carmi', 'S. Havlin', 'Scott Kirkpatrick', 'Y. Shavitt', 'Eran Shir']","['2765857', '2073327751', '2006382', '1818721', '40191926']",525199d30a5a975fb32e7944924c82b584fea1d0,5,True
116,269,5442,eb0e7a9691c05aa2eb1e235d3fac1cc13a79c5b7,Epidemic thresholds in real networks,691,"['Deepayan Chakrabarti', 'Yang Wang', 'Chenxi Wang', 'J. Leskovec', 'C. Faloutsos']","['1702392', '2155653113', '143856744', '1702139', '2109436218']",525199d30a5a975fb32e7944924c82b584fea1d0,5,True
117,271,5172,31ab07c00e979e6c38a5faf5ca29c3399ead9613,Modeling the Internet's large-scale topology,680,"['S. Yook', 'Hawoong Jeong', 'A. Barabási']","['2136396863', '1745069', '2072879']",525199d30a5a975fb32e7944924c82b584fea1d0,3,True
118,272,4771,ca434e04e77de93f6a1fdde7325fbe209aefc5fb,When individual behaviour matters: homogeneous and network models in epidemiology,663,"['S. Bansal', 'B. Grenfell', 'L. Meyers']","['2275517', '49114067', '2703444']",525199d30a5a975fb32e7944924c82b584fea1d0,3,True
119,273,5100,7f0b43701dd32bbf821ef0cd9663f8fc841abe35,Betweenness centrality in large complex networks,655,['M. Barthelemy'],['47837753'],525199d30a5a975fb32e7944924c82b584fea1d0,1,True
120,274,3295,31651c1eb8ceba15c6dc9127487217372cab97b8,Evolutionary games on multilayer networks: a colloquium,625,"['Zhen Wang', 'L. Wang', 'A. Szolnoki', 'M. Perc']","['2118454315', '46660076', '73774143', '1724342']",525199d30a5a975fb32e7944924c82b584fea1d0,4,True
121,276,5093,dfcf65cfde4848ce8bd19bf174f17ce2f17b8966,Velocity and hierarchical spread of epidemic outbreaks in scale-free networks.,611,"['M. Barthelemy', 'A. Barrat', 'R. Pastor-Satorras', 'Alessandro Vespignani']","['1690690', '47837753', '8977167', '1397426946']",525199d30a5a975fb32e7944924c82b584fea1d0,4,True
122,282,5033,6df8c648dfe16976aa7fe8d9fe8615772b7e110e,Generation of uncorrelated random scale-free networks.,564,"['M. Catanzaro', 'M. Boguñá', 'R. Pastor-Satorras']","['3725403', '2838790', '1397426946']",525199d30a5a975fb32e7944924c82b584fea1d0,3,True
123,283,5057,0b430953d6116fd82ab05c6304425b14d75e9aad,Statistical mechanics of networks.,562,"['Juyong Park', 'M. Newman']","['2215506', '152618356']",525199d30a5a975fb32e7944924c82b584fea1d0,2,True
124,286,3081,24272d794cc23c53652d13f770bdaf20852d23fd,The H-index of a network node and its relation to degree and coreness,509,"['Linyuan Lü', 'Tao Zhou', 'Qian-Ming Zhang', 'H. Stanley']","['2267331369', '2249891404', '3006776', '48057549']",525199d30a5a975fb32e7944924c82b584fea1d0,4,True
125,287,4357,77a1d35afb89bccc8f119a8f6431291266d2593a,Complex networks: The fragility of interdependency,495,['Alessandro Vespignani'],['1690690'],525199d30a5a975fb32e7944924c82b584fea1d0,1,True
126,289,3696,0fc67092ad5da179ffb27c5dab9101f03446ad7e,Exact controllability of complex networks,493,"['Zhengzhong Yuan', 'Chen Zhao', 'Z. Di', 'Wenxu Wang', 'Y. Lai']","['144851415', '144769611', '47825240', '1726681', '1996722']",525199d30a5a975fb32e7944924c82b584fea1d0,5,True
127,294,4641,a8c757c8c53abc1dee754420dcbf3dc765d289a0,The implications of human metabolic network topology for disease comorbidity,471,"['Dominic Tak Sing Lee', 'Juyong Park', 'Krin A. Kay', 'N. Christakis', 'Zoltn Oltvai', 'A. Barabási']","['1745069', '52314299', '2560153', '2235197795', '2215506', '31777069']",525199d30a5a975fb32e7944924c82b584fea1d0,6,True
128,297,5124,62b654f67797e16e245f5bdeb0f5a77c39938221,Properties of highly clustered networks.,445,['M. Newman'],['152618356'],525199d30a5a975fb32e7944924c82b584fea1d0,1,True
129,299,4384,748e741e661bd04caf9dfaf16949a290983b6c3a,On Pinning Synchronization of Directed and Undirected Complex Dynamical Networks,423,"['Qiang Song', 'Jinde Cao']","['40914052', '34767970']",525199d30a5a975fb32e7944924c82b584fea1d0,2,True
