### Thu Jan 27 09:48:37 PM
575	-|	525
238	-|	525
256	-|	525
344	->	245
110	->	212
111	->	212
264	->	212
332	->	212
441	->	212
19	->	212
215	->	212
132	->	212
228	->	212
17	->	212
320	->	212
10	->	212
14	->	212
16	->	212
599	->	212
358	->	212
515	->	212
519	->	212
238	->	212
35	->	212
224	->	212
260	->	212
39	->	212
254	->	212
255	->	212
256	->	212
40	->	212
41	->	212
44	->	212
265	->	212
36	->	212
50	->	212
326	->	212
46	->	212
37	->	212
38	->	212
51	->	212
610	->	212
611	->	212
612	->	212
257	->	212
258	->	212
609	->	212
45	->	212
136	->	212
328	->	212
329	->	212
624	->	626
625	->	626
627	->	626
625	->	140
627	->	140
277	->	551
276	->	551
277	->	552
276	->	552
305	->	532
575	->	532
263	->	532
20	->	532
201	->	532
200	->	532
21	->	532
566	->	532
33	->	213
578	->	213
485	->	213
20	->	213
230	->	213
495	->	213
496	->	213
223	->	213
590	->	213
591	->	213
20	-|	430
356	->	358
355	->	358
357	->	358
359	->	358
352	->	358
353	->	358
354	->	358
419	->	417
418	->	417
420	->	417
421	->	417
448	-|	417
449	-|	417
538	->	417
352	->	417
412	->	417
413	->	417
305	->	307
262	->	307
167	->	307
90	->	307
91	->	307
173	->	307
174	->	307
442	->	307
237	->	307
87	->	307
383	->	307
409	->	307
311	->	307
97	->	307
306	->	307
99	-|	183
197	-|	1
1	->	202
30	->	202
31	->	202
201	->	202
200	->	202
206	->	202
203	->	202
676	->	683
533	->	683
21	->	586
301	->	475
150	->	475
300	->	475
645	->	524
333	->	524
408	-|	524
131	->	524
275	->	524
670	-|	524
534	->	524
27	->	524
667	-|	524
129	-|	524
274	->	524
154	->	524
232	-|	524
121	->	524
587	->	524
72	->	524
613	->	524
614	->	524
615	->	524
638	->	524
690	->	524
643	->	636
645	->	636
333	->	636
621	->	636
231	->	636
491	->	636
227	->	636
408	->	636
131	->	636
275	->	636
670	->	636
672	->	636
444	->	636
446	->	636
236	->	636
534	->	636
535	->	636
27	->	636
384	->	636
271	->	636
667	->	636
256	->	636
557	->	636
129	->	636
274	->	636
232	->	636
121	->	636
587	->	636
145	->	636
72	->	636
613	->	636
614	->	636
615	->	636
498	->	636
189	->	636
607	->	636
81	->	636
690	->	636
112	->	369
347	->	369
617	->	369
623	->	369
234	->	369
280	->	369
371	->	369
408	->	369
601	->	369
219	->	369
669	->	369
463	->	369
535	->	369
226	->	369
28	->	369
29	->	369
270	->	369
271	->	369
272	->	369
34	->	369
223	->	369
662	->	369
558	->	369
559	->	369
267	->	369
273	->	369
274	->	369
155	->	369
233	->	369
121	->	369
145	->	369
426	->	369
545	->	369
606	->	369
651	->	369
112	->	370
347	->	370
617	->	370
234	->	370
280	->	370
371	->	370
408	->	370
601	->	370
219	->	370
669	->	370
463	->	370
535	->	370
226	->	370
28	->	370
29	->	370
270	->	370
271	->	370
272	->	370
34	->	370
223	->	370
558	->	370
559	->	370
267	->	370
273	->	370
274	->	370
155	->	370
233	->	370
121	->	370
426	->	370
545	->	370
606	->	370
651	->	370
543	-|	577
528	-|	577
569	->	30
361	->	30
302	->	300
467	->	300
539	->	300
541	->	300
518	->	300
351	->	300
266	->	300
476	->	300
477	->	300
149	->	300
544	->	300
547	->	300
548	->	300
418	->	530
421	->	530
285	->	530
245	->	530
516	-|	530
30	->	530
412	->	530
413	->	530
343	->	530
287	->	530
288	->	530
362	->	530
381	-|	530
565	->	530
566	->	530
506	->	530
281	->	530
478	-|	620
570	-|	620
571	-|	620
572	-|	620
387	-|	620
263	-|	620
481	-|	620
238	-|	620
385	-|	620
386	-|	620
30	-|	620
32	-|	620
563	-|	620
362	-|	620
479	-|	620
480	-|	620
201	-|	620
200	-|	620
163	-|	620
58	-|	620
568	-|	620
128	-|	620
572	-|	31
43	->	47
48	->	47
263	->	531
434	-|	531
566	->	531
263	->	581
569	->	343
572	->	343
423	->	343
99	->	343
39	->	343
361	->	343
584	->	343
98	->	343
568	->	343
66	-|	343
65	->	343
82	->	343
580	->	521
197	->	521
530	->	521
21	->	521
58	->	521
356	-|	70
360	->	70
352	->	70
353	->	70
354	-|	70
507	->	70
455	-|	70
130	->	70
608	->	70
203	->	70
88	->	89
478	->	584
390	->	584
391	->	584
263	->	584
120	->	584
520	->	584
162	->	584
49	->	584
84	->	584
50	->	244
673	->	684
674	->	684
158	->	684
22	->	684
342	->	684
177	->	684
686	->	684
687	->	684
688	->	684
689	->	684
126	->	242
109	->	242
107	->	242
127	->	242
106	->	242
489	->	242
95	->	242
401	->	242
318	->	242
319	->	242
445	->	242
535	->	242
510	->	242
511	->	242
512	->	242
220	->	242
454	->	242
455	->	242
130	->	242
50	->	242
251	->	242
248	->	242
250	->	242
328	->	242
639	->	242
50	->	243
324	->	326
325	->	326
298	->	326
299	->	326
297	->	326
217	->	326
327	->	326
338	->	340
490	->	492
435	->	492
176	->	464
194	->	464
600	->	464
191	->	464
192	->	464
195	->	464
181	->	464
182	->	464
56	->	464
180	->	464
71	->	464
418	->	550
278	->	550
276	->	550
21	->	550
252	->	550
253	->	550
73	-|	553
277	->	553
276	->	553
305	-|	246
304	-|	246
416	-|	246
418	-|	246
168	-|	246
374	->	411
456	->	379
305	->	529
575	->	529
120	->	529
200	->	529
434	-|	529
575	-|	247
284	-|	247
286	-|	247
201	-|	247
200	-|	247
163	-|	247
128	-|	247
57	->	573
469	-|	365
641	-|	365
646	-|	365
69	-|	365
663	-|	365
665	-|	365
313	-|	365
155	-|	365
606	-|	365
283	-|	365
648	-|	365
649	-|	365
564	->	199
565	-|	376
35	-|	42
39	-|	42
41	-|	42
37	-|	42
66	-|	42
65	->	42
627	-|	139
208	-|	139
138	-|	139
163	->	94
235	->	115
163	->	115
424	->	115
135	->	141
132	->	141
624	->	141
160	->	141
159	->	141
137	->	141
66	-|	141
133	->	141
113	->	380
144	->	380
346	->	380
171	->	380
642	->	380
680	->	380
451	->	380
452	->	380
403	->	380
404	->	380
673	->	380
661	->	380
296	->	380
431	->	380
432	->	380
592	->	380
379	->	380
161	->	380
116	->	380
67	->	380
546	->	380
190	->	380
575	-|	364
576	-|	364
574	-|	364
469	-|	364
641	-|	364
646	-|	364
205	-|	364
241	-|	364
280	-|	364
69	-|	364
284	-|	364
245	-|	364
663	-|	364
665	-|	364
286	-|	364
313	-|	364
242	-|	364
155	-|	364
243	-|	364
339	-|	364
392	-|	364
606	-|	364
283	-|	364
648	-|	364
649	-|	364
127	-|	562
575	-|	562
279	-|	562
150	-|	562
284	-|	562
286	-|	562
337	-|	562
185	-|	562
187	-|	562
149	-|	562
102	->	589
322	->	589
579	->	589
640	->	589
644	->	589
678	->	589
681	->	589
682	->	589
540	->	589
166	->	589
440	->	589
616	->	589
278	->	589
211	->	589
373	->	589
321	->	589
601	->	589
671	->	589
443	->	589
517	->	589
665	->	589
666	->	589
668	->	589
654	->	589
658	->	589
659	->	589
410	->	589
556	->	589
559	->	589
363	->	589
367	->	589
479	->	589
66	->	589
148	->	589
500	->	589
505	->	589
555	->	589
61	->	589
604	->	589
146	->	589
647	->	589
652	->	589
653	->	589
634	->	589
388	->	582
74	->	582
75	->	582
100	->	341
101	->	341
583	->	341
86	->	341
470	->	341
471	->	341
472	->	341
85	->	341
436	->	341
437	->	341
619	->	341
156	->	341
629	->	341
460	->	341
461	->	341
458	->	341
537	->	341
117	->	341
479	->	341
457	->	341
459	->	341
153	->	341
425	->	341
428	->	341
427	->	341
429	->	341
377	->	341
378	->	341
157	->	341
613	->	341
142	->	341
582	->	341
603	->	341
78	->	341
77	->	341
84	->	341
123	->	124
534	->	124
122	->	124
499	->	124
373	->	49
127	-|	83
210	->	225
228	->	225
218	->	225
196	->	225
54	->	225
434	->	225
53	->	225
55	->	225
52	->	225
419	->	414
418	->	414
420	->	414
263	->	414
412	->	414
413	->	414
185	-|	414
611	->	414
186	-|	414
327	->	414
448	-|	138
449	-|	138
450	-|	138
135	-|	138
134	-|	138
210	-|	138
132	-|	138
624	-|	138
625	-|	138
160	-|	138
143	-|	138
159	-|	138
217	-|	138
137	-|	138
64	-|	138
133	-|	138
136	-|	138
164	->	214
175	->	214
405	->	214
406	->	214
407	->	214
408	->	214
165	->	214
76	->	214
605	->	214
423	->	306
418	->	306
5	->	306
23	->	306
5	->	308
127	-|	80
197	-|	80
164	-|	465
462	->	465
9	->	465
173	->	465
174	->	465
521	->	465
200	->	465
297	->	465
605	->	465
9	->	554
200	->	554
588	->	554
102	->	567
310	->	567
572	->	567
390	->	567
420	->	567
170	->	567
93	->	567
640	->	567
644	->	567
679	->	567
681	->	567
682	->	567
540	->	567
438	->	567
439	->	567
440	->	567
616	->	567
278	->	567
211	->	567
197	->	567
290	->	567
373	->	567
399	->	567
407	->	567
317	->	567
601	->	567
172	->	567
671	->	567
675	->	567
677	->	567
443	->	567
517	->	567
92	->	567
536	->	567
198	->	567
25	->	567
26	->	567
509	->	567
221	->	567
665	->	567
666	->	567
668	->	567
654	->	567
655	->	567
656	->	567
657	->	567
658	->	567
659	->	567
410	->	567
556	->	567
559	->	567
563	->	567
363	->	567
367	->	567
315	->	567
58	->	567
568	->	567
179	->	567
178	->	567
66	->	567
148	->	567
500	->	567
505	->	567
555	->	567
61	->	567
604	->	567
146	->	567
647	->	567
652	->	567
653	->	567
634	->	567
309	->	397
676	->	397
282	->	397
533	->	397
289	->	397
398	->	397
285	->	372
281	->	372
332	->	331
334	->	331
335	->	331
330	->	331
329	->	331
631	->	433
630	->	433
632	->	433
633	->	433
